,Date,Annual Volatility
0,2019-12-03,10.25097528635545
1,2019-12-04,10.248629346126869
2,2019-12-05,10.26879034418501
3,2019-12-06,10.253550335539984
4,2019-12-10,10.213844930488866
5,2019-12-11,10.216757859000916
6,2019-12-12,10.248595950477794
7,2019-12-13,10.20492809857446
8,2019-12-17,10.150658902695236
9,2019-12-18,10.15065724322282
10,2019-12-19,10.14822485508623
11,2019-12-20,10.135975587367241
12,2019-12-24,10.151254796443979
13,2019-12-26,10.152181277900127
14,2019-12-27,10.19814022992481
15,2020-01-02,10.26220722691707
16,2020-01-03,10.098464520960011
17,2020-01-07,10.027124692669695
18,2020-01-08,10.027973947192127
19,2020-01-09,10.009910060977136
20,2020-01-10,9.924708913385974
21,2020-01-14,9.988141014566382
22,2020-01-15,9.984713154902968
23,2020-01-16,9.916903341223103
24,2020-01-17,9.920657313879348
25,2020-01-21,9.95020640169781
26,2020-01-22,10.02798410053154
27,2020-01-23,10.027423658467475
28,2020-02-06,10.537143194272709
29,2020-02-07,10.544504316213487
30,2020-02-10,10.536849474340656
31,2020-02-11,10.546759419705625
32,2020-02-12,10.562831929392665
33,2020-02-13,10.570148360974056
34,2020-02-14,10.582224813327082
35,2020-02-17,10.470126656607286
36,2020-02-18,10.49629536190923
37,2020-02-19,10.507354952153104
38,2020-02-20,10.578670392924042
39,2020-02-21,10.560396560080214
40,2020-02-24,10.672959236066214
41,2020-02-25,10.764706700764522
42,2020-02-26,10.779437843314604
43,2020-02-27,10.814364896832602
44,2020-02-28,10.932245508417965
45,2020-03-02,10.822126745018647
46,2020-03-03,10.970563065876625
47,2020-03-04,11.268495413784695
48,2020-03-05,11.273772379807845
49,2020-03-06,11.28946465122756
50,2020-03-09,11.339131076604776
51,2020-03-10,11.389429062862352
52,2020-03-11,11.751399006289244
53,2020-03-12,12.080109778068442
54,2020-03-13,12.42020151445087
55,2020-03-16,13.333584650380455
56,2020-03-17,13.482116589785994
57,2020-03-18,14.591600341343868
58,2020-03-19,17.85912373768982
59,2020-03-20,18.45021086969395
60,2020-03-23,18.46033850330452
61,2020-03-24,19.342950499362743
62,2020-03-25,19.467873174340813
63,2020-03-26,19.479720538875394
64,2020-03-27,19.594405470916556
