,Date,Annual Volatility
0,2019-12-03,12.314808589713234
1,2019-12-04,12.31375795702735
2,2019-12-05,11.982958633924405
3,2019-12-06,11.974296073001355
4,2019-12-09,11.77723580434798
5,2019-12-10,11.754278932360073
6,2019-12-11,11.752828724088623
7,2019-12-12,11.690301759159363
8,2019-12-13,11.690255816350083
9,2019-12-16,11.640886088412476
10,2019-12-17,11.61832450751605
11,2019-12-18,11.49684395094109
12,2019-12-19,11.4918922629304
13,2019-12-20,11.39292531357913
14,2019-12-23,11.131067993675508
15,2019-12-24,11.112339978647043
16,2019-12-26,10.845038324491425
17,2019-12-27,9.825003385918043
18,2019-12-30,9.598012726830612
19,2019-12-31,9.586427631275429
20,2020-01-02,9.590402518177205
21,2020-01-03,9.518901241722324
22,2020-01-06,9.031163715260258
23,2020-01-07,9.016698147575498
24,2020-01-08,9.035045531692814
25,2020-01-09,9.03160166564201
26,2020-01-10,9.0501702279528
27,2020-01-13,9.035641180766394
28,2020-01-14,9.018266851172008
29,2020-01-15,9.026513103585502
30,2020-01-16,9.022582991092655
31,2020-01-17,9.019988305827232
32,2020-01-21,8.97639404881651
33,2020-01-22,8.963874464981307
34,2020-01-23,8.922256140113094
35,2020-01-24,8.964333177243436
36,2020-01-27,8.979719695863293
37,2020-01-28,8.97102908594284
38,2020-01-29,8.971742522909125
39,2020-01-30,8.99830749188471
40,2020-01-31,9.184670540297905
41,2020-02-03,9.204369253203874
42,2020-02-04,9.192714141683112
43,2020-02-05,9.20276125728039
44,2020-02-06,9.191947131158514
45,2020-02-07,9.21588121150187
46,2020-02-10,9.269461242327214
47,2020-02-11,9.260881886600151
48,2020-02-12,9.263567356899175
49,2020-02-13,9.204158316974551
50,2020-02-14,9.20349304292047
51,2020-02-18,9.142666915088544
52,2020-02-19,9.124967973904893
53,2020-02-20,9.128576848022352
54,2020-02-21,9.140751202766896
55,2020-02-24,9.277883205964221
56,2020-02-25,9.871278382510052
57,2020-02-26,9.89851032686436
58,2020-02-27,10.302880586076492
59,2020-02-28,10.317887305453663
60,2020-03-02,11.215453144006823
61,2020-03-03,11.631152001449989
62,2020-03-04,11.877926209970987
63,2020-03-05,12.05718439444535
64,2020-03-06,12.148301334409641
65,2020-03-09,12.982090727731139
66,2020-03-10,13.160606257516033
67,2020-03-11,13.722330809941463
68,2020-03-12,14.412605707894164
69,2020-03-13,15.437828389158032
70,2020-03-16,15.844173580175452
71,2020-03-17,16.236472061817693
72,2020-03-18,16.29177755303635
73,2020-03-19,16.34076253735598
74,2020-03-20,17.173765837808137
75,2020-03-23,17.272147291964927
76,2020-03-24,17.952971235134598
77,2020-03-25,17.967624389651245
78,2020-03-26,18.666419503327102
79,2020-03-27,18.703399143856345
80,2020-03-30,18.975136977654625
81,2020-03-31,18.962502834568152
