,Date,Annual Volatility
0,2019-11-29,15.318095122822568
1,2019-12-02,15.286160350896552
2,2019-12-03,15.2613552046398
3,2019-12-04,15.259674345685456
4,2019-12-05,15.256898826545928
5,2019-12-06,15.242871869283803
6,2019-12-09,15.238743243989344
7,2019-12-10,15.208737073207047
8,2019-12-11,15.206619729978202
9,2019-12-12,15.211636077601648
10,2019-12-13,15.239368822279745
11,2019-12-16,15.181419709335595
12,2019-12-17,15.196735054804316
13,2019-12-18,15.194661845774169
14,2019-12-19,15.222061550543822
15,2019-12-20,15.182610613970224
16,2019-12-23,15.258098158191883
17,2019-12-24,15.234416905427238
18,2019-12-25,15.216239000942064
19,2019-12-26,15.23788172878392
20,2019-12-27,15.237263696942694
21,2019-12-30,15.205384509539439
22,2019-12-31,15.178057205812529
23,2020-01-02,15.155752638668336
24,2020-01-03,15.08991310803637
25,2020-01-06,14.866410053792098
26,2020-01-07,14.845460978720135
27,2020-01-08,14.878874274089062
28,2020-01-09,14.880020056212933
29,2020-01-10,14.884382273060462
30,2020-01-13,14.917439822397554
31,2020-01-14,14.896576636712854
32,2020-01-15,14.88452955152843
33,2020-01-16,14.854856096726415
34,2020-01-17,14.857540653742513
35,2020-01-20,14.842689607441717
36,2020-01-21,14.86024803692812
37,2020-01-22,14.870677133379278
38,2020-01-23,14.97259503828077
39,2020-02-07,15.582745238799204
40,2020-02-10,15.580009735530776
41,2020-02-11,15.548135040464487
42,2020-02-12,15.509199929190407
43,2020-02-13,15.521448966301724
44,2020-02-14,15.438460602041365
45,2020-02-17,15.542191295134067
46,2020-02-18,15.509779999566788
47,2020-02-19,15.387469591666356
48,2020-02-20,15.463277255346869
49,2020-02-21,15.470248774778469
50,2020-02-24,15.375994043013167
51,2020-02-25,15.373536263107784
52,2020-02-26,14.750650373110433
53,2020-02-27,14.713987889513866
54,2020-02-28,14.80077724818599
55,2020-03-02,14.971133935216107
56,2020-03-03,14.95085341640244
57,2020-03-04,14.976803868318846
58,2020-03-05,14.979176313826919
59,2020-03-06,14.925068839176431
60,2020-03-09,14.84797499442597
61,2020-03-10,15.049170592404323
62,2020-03-11,14.97945585083368
63,2020-03-12,14.985966408867412
64,2020-03-13,15.218486934651335
65,2020-03-16,15.711282896177442
66,2020-03-17,15.694079593968041
67,2020-03-18,15.718677682900239
68,2020-03-19,15.730912100957015
69,2020-03-20,15.742882423496813
70,2020-03-23,15.791833469795064
71,2020-03-24,15.773140232179328
72,2020-03-25,15.762669267175463
73,2020-03-26,15.62201047734361
74,2020-03-27,15.642070769167734
75,2020-03-30,15.373224503868343
76,2020-03-31,15.273915992120148
